symbol,current_price,currency,beta,smb_score,hml_score,rmw_score,cma_score,volatility,composite_score,market_cap,pbr,market_cap_usd
339770.KS,5190.0,KRW,0.14,-1,0,0,-1,0.4646892353086179,-0.308,259319000000.00003,1.45,190242095.2241215
007690.KS,34250.0,KRW,0.51,-1,1,0,0,0.35723870368466953,0.153,294233000000.0,0.34,215855769.9361749
001140.KS,2110.0,KRW,0.0,1,0,0,1,0.0,0.35,1140000.0,N/A,836.3289560560488
002720.KS,4900.0,KRW,0.87,-1,0,0,-1,0.5811402017145443,-0.089,99776000000.0,1.09,73197857.82407747
083420.KS,8480.0,KRW,1.66,-1,0,0,-1,0.7238801297503276,0.14799999999999994,197807000000.0,1.59,145115545.4478762
014530.KS,3505.0,KRW,0.486,-1,1,0,0,0.2201174697495499,0.14579999999999999,118011000000.0,0.58,86575453.01151787
014280.KS,4570.0,KRW,1.15,-1,1,0,-1,0.45157724506259905,0.19499999999999998,122805000000.0,0.31,90092436.35830094
014285.KS,6810.0,KRW,1.15,-1,0,0,0,0.3602558548678602,0.14499999999999996,59936000000.0,N/A,43970361.6755924
008870.KS,58100.0,KRW,0.59,-1,1,0,0,0.2898150491823269,0.177,47555000000.0,0.59,34887389.039688945
001570.KS,9900.0,KRW,1.83,-1,0,0,-1,0.8185490096883195,0.19900000000000004,632042000000.0,1.27,463679847.40664667
002990.KS,3310.0,KRW,1.01,-1,1,0,0,0.39607417028300007,0.303,122587000000.0,0.52,89932506.7860025
002995.KS,12210.0,KRW,1.01,-1,0,0,-1,1.2003800193826828,-0.047000000000000014,119502000000.0,1.98,87669283.25141223
011780.KS,117000.0,KRW,1.0,-1,1,0,-1,0.5040086673097798,0.15,2862000000000.0,0.49,2099625852.8354487
011785.KS,57900.0,KRW,1.0,-1,1,0,0,0.2954827287251703,0.3,2857000000000.0,0.24,2095957743.3790627
214330.KS,668.0,KRW,0.85,-1,1,0,0,0.3749773347555263,0.255,136103000000.00002,0.44,99848140.26850563
001210.KS,1145.0,KRW,0.75,-1,0,0,-1,0.5885820436469199,-0.12500000000000003,64815000000.0,2.81,47549702.88313404
073240.KS,4405.0,KRW,0.57,-1,1,0,0,0.3652744797011805,0.17099999999999999,1265000000000.0,0.7,928031692.4657032
092440.KS,2550.0,KRW,0.21,-1,1,0,0,0.21942935091688065,0.063,74460000000.0,0.3,54625486.02450298
000270.KS,89600.0,KRW,0.8,-1,1,0,0,0.34298095794785416,0.24,35471000000000.0,0.62,26022302105.49483
024110.KS,15800.0,KRW,0.25,-1,1,0,0,0.20238138983534407,0.07500000000000001,12599000000000.0,0.36,9242902208.201893
013700.KS,1095.0,KRW,1.18,-1,1,0,-1,0.46110384353167255,0.204,65427000000.00001,0.68,47998679.48059571
004540.KS,2215.0,KRW,0.37,-1,1,0,-1,0.7229180925250092,-0.03899999999999999,82485000000.0,0.45,60512801.70200279
004545.KS,11740.0,KRW,0.37,-1,-1,0,-1,0.6874732908816734,-0.43900000000000006,67053000000.0,5.12,49191548.67581249
001260.KS,9000.0,KRW,0.82,-1,1,0,-1,0.6574309889156391,0.09599999999999997,88413000000.0,0.71,64861712.27349424
008350.KS,1239.0,KRW,0.64,-1,1,0,-1,0.4288872856075857,0.04200000000000001,159929000000.0,0.52,117327415.45007704
008355.KS,12530.0,KRW,0.64,-1,-1,0,-1,0.4961821354278706,-0.358,157233000000.0,5.35,115349570.83119361
004270.KS,1058.0,KRW,1.01,-1,1,0,0,0.38603506419066314,0.303,33139000000.000004,0.31,24311495.85503632
003920.KS,74900.0,KRW,0.7,-1,1,0,0,0.35721551037076865,0.21,550511000000.0,0.97,403866920.98892236
003925.KS,45800.0,KRW,0.7,-1,1,0,0,0.3727112966876682,0.21,540509000000.0,0.6,396529234.8323674
025860.KS,7380.0,KRW,0.28,-1,1,0,0,0.20891135231725697,0.084,353861000000.0,0.65,259600176.06925392
005720.KS,6020.0,KRW,0.32,-1,1,0,0,0.24005642774008532,0.096,305575000000.0,0.23,224176509.42704132
005725.KS,4030.0,KRW,0.32,-1,1,0,1,0.18999154749550562,0.246,302397000000.0,0.16,221845059.05656227
002350.KS,6750.0,KRW,0.36,-1,1,0,0,0.28166948530950375,0.108,649103000000.0,0.36,476196170.49372756
002355.KS,3075.0,KRW,0.36,-1,1,0,0,0.20266801550920688,0.108,648142000000.0,0.17,475491159.8562101
092790.KS,15420.0,KRW,1.4697847124288999,-1,1,0,-1,0.9352593990595259,0.29093541372866993,400951000000.0,0.83,294146430.929499
251270.KS,54700.0,KRW,1.26,-1,1,0,-1,0.45673877311857686,0.228,4482000000000.0,0.83,3288093316.704571
090350.KS,9020.0,KRW,0.82,-1,1,0,0,0.28616279207523243,0.24599999999999997,180400000000.0,0.45,132345389.18641333
090355.KS,14260.0,KRW,0.82,-1,1,0,0,0.28888247060572186,0.24599999999999997,182668000000.0,0.71,134009243.6358301
000320.KS,18960.0,KRW,0.56,-1,1,0,0,0.22907534059191473,0.168,206895000000.0,0.39,151782701.1958037
000325.KS,30950.0,KRW,0.56,-1,1,0,0,0.3575084746760795,0.168,195674000000.0,0.68,143550729.95378184
006280.KS,128500.0,KRW,1.41,-1,0,0,-1,0.45131274374287567,0.07299999999999998,1467000000000.0,1.16,1076223314.5037048
005250.KS,14920.0,KRW,1.13,-1,1,0,0,0.3814583826288932,0.33899999999999997,684556000000.0,0.69,502205267.4051794
005257.KS,35000.0,KRW,1.13,-1,0,0,-1,0.7039884503718574,-0.011000000000000038,792334000000.0,1.39,581273567.6032573
004370.KS,418000.0,KRW,0.4190436730683568,-1,1,0,0,0.39028929903846676,0.12571310192050705,2417000000000.0,0.87,1773164111.217079
072710.KS,78800.0,KRW,0.28,-1,1,0,1,0.19689047134414062,0.23399999999999999,365458000000.0,0.28,268107989.14239603
058730.KS,3120.0,KRW,0.31,-1,1,0,-1,0.5233786835651846,-0.056999999999999995,56725000000.0,0.39,41614701.7827012
030210.KS,3785.0,KRW,0.59,-1,1,0,-1,0.4500624957016391,0.026999999999999996,224510000000.0,0.36,164705450.8106522
023590.KS,26950.0,KRW,0.86,-1,1,0,0,0.2730827404947035,0.258,1163000000000.0,0.39,853202259.5554252
145210.KS,1034.0,KRW,0.65,-1,1,0,-1,0.9315224299708732,0.04500000000000001,35736000000.0,0.78,26216711.906683296
019680.KS,2305.0,KRW,0.48,-1,1,0,0,0.29586719067153977,0.144,172962000000.0,0.62,126888709.55909325
019685.KS,1291.0,KRW,0.48,-1,1,0,0,0.21361003473202247,0.144,171861000000.0,0.35,126080991.85679701
006370.KS,6980.0,KRW,0.84,-1,1,0,-1,0.6703711509091499,0.10200000000000001,59481000000.0,0.39,43636563.71506126
008060.KS,7890.0,KRW,0.69,-1,1,0,1,0.15790124953440196,0.357,277506000000.0,0.45,203584476.56078058
00806K.KS,8230.0,KRW,0.69,-1,1,0,0,0.2438735003857445,0.207,273798999999.99997,0.48,200864940.20981586
353200.KS,15180.0,KRW,1.52,-1,1,0,-1,0.5279066846134196,0.30599999999999994,766182000000.0,0.91,562087887.902575
35320K.KS,7570.0,KRW,1.52,-1,1,0,0,0.24341487082432836,0.45599999999999996,758083000000.0,0.46,556146284.2051207
000490.KS,10820.0,KRW,0.45,-1,1,0,-1,0.5481571380356397,-0.014999999999999986,255157000000.0,0.5,187188760.91262564
008110.KS,15040.0,KRW,0.038692046633887194,1,0,0,0,0.2036425769850114,0.21160761399016617,8110000.0,N/A,5949.673538258382
005750.KS,4315.0,KRW,0.6,-1,1,0,0,0.2944352043957333,0.18,71941000000.0,0.47,52777492.48037562
006570.KS,2650.0,KRW,0.58,-1,1,0,0,0.33045017163847956,0.174,39921000000.0,0.72,29286919.52167853
001680.KS,22100.0,KRW,0.28,-1,1,0,0,0.3601367146509696,0.084,789041000000.0,0.55,578857750.7152814
001685.KS,16890.0,KRW,0.28,-1,1,0,0,0.363163620350759,0.084,783105000000.0,0.43,574502971.1686597
084690.KS,10570.0,KRW,0.97,-1,1,0,-1,0.8025186040811974,0.141,397283000000.0,0.5,291455505.83229405
084695.KS,15550.0,KRW,0.97,-1,1,0,-1,0.8835116818715603,0.141,388742000000.0,0.75,285189641.25889516
128820.KS,4065.0,KRW,0.58,-1,1,1,-1,4.189260193313906,0.17399999999999996,148161000000.0,0.22,108694153.03352652
117580.KS,7830.0,KRW,0.38,-1,1,0,0,0.3844244592634157,0.11399999999999999,212933000000.0,0.62,156212310.17533565
016710.KS,9300.0,KRW,0.55,-1,1,0,1,0.1813283292141608,0.315,149621000000.0,0.32,109765240.9947913
003540.KS,24000.0,KRW,0.4,-1,1,0,0,0.23647506536989335,0.12,1484000000000.0,0.47,1088694886.655418
003547.KS,17870.0,KRW,0.4,-1,1,0,1,0.148431944468167,0.27,1459000000000.0,0.36,1070354339.373487
003545.KS,19040.0,KRW,0.4,-1,1,0,1,0.14873138616328593,0.27,1454000000000.0,0.38,1066686229.9171008
009190.KS,1901.0,KRW,0.42,-1,1,0,-1,0.635152681481608,-0.023999999999999994,80517000000.0,0.91,59069033.81996919
014160.KS,1132.0,KRW,1.22,-1,1,0,-1,0.8897465155876414,0.216,107810000000.0,0.58,79091776.0985988
047040.KS,4395.0,KRW,1.28,-1,1,0,0,0.36911399700046116,0.384,1806000000000.0,0.39,1324921135.6466877
003090.KS,28000.0,KRW,1.32,-1,0,0,-1,0.6126701978581989,0.04600000000000001,1145000000000.0,1.11,839997065.512435
069620.KS,163000.0,KRW,0.59,-1,0,0,-1,0.4817724070339311,-0.17300000000000001,1876000000000.0,2.41,1376274668.0360942
000430.KS,3750.0,KRW,1.19,-1,1,0,0,0.30449674014076916,0.357,232500000000.0,0.44,170567089.72195733
006340.KS,2935.0,KRW,0.94,-1,0,0,-1,0.7101442664534876,-0.06800000000000003,220064000000.0,1.82,161443767.88203362
006345.KS,3925.0,KRW,0.94,-1,0,0,-1,0.9056137407963142,-0.06800000000000003,111547000000.0,1.64,81833321.10630181
003220.KS,13790.0,KRW,0.47,-1,0,0,0,0.3394820134532812,-0.059000000000000025,295567000000.0,1.08,216834421.53913873
024890.KS,902.0,KRW,0.41,-1,1,0,-1,0.5365115952398524,-0.02700000000000001,36765000000.0,0.9,26971608.832807574
002880.KS,1000.0,KRW,0.52,-1,0,0,-1,0.45891013424926397,-0.194,46732000000.0,1.02,34283618.223167785
012800.KS,1324.0,KRW,0.7,-1,1,0,-1,0.45661692250414027,0.06,101048000000.0,0.35,74131024.86978212
015230.KS,5670.0,KRW,0.71,-1,1,0,0,0.32528227393398107,0.213,142963000000.0,0.46,104880786.44266745
001070.KS,6660.0,KRW,0.26,-1,1,0,0,0.25328649594120356,0.078,24058000000.0,0.18,17649475.460347738
006650.KS,83900.0,KRW,0.9,-1,1,0,-1,0.5258736782027934,0.12000000000000002,518174999999.99994,0.28,380144523.5125816
001440.KS,13290.0,KRW,1.31,-1,0,0,-1,0.4631953840533963,0.04300000000000001,2469000000000.0,1.56,1811312449.5634952
084010.KS,16950.0,KRW,0.5364579537587281,0,0,0,0,0.2866155261566212,0.1609373861276184,N/A,N/A,
001790.KS,2915.0,KRW,0.6172661189626371,0,0,0,-1,0.4830970604001725,0.03517983568879113,N/A,N/A,
001795.KS,2445.0,KRW,0.3878301671823956,0,0,0,-1,0.6567160252103289,-0.03365094984528132,N/A,N/A,
001130.KS,148800.0,KRW,0.423641938302598,0,0,0,1,0.17399091670326614,0.2770925814907794,N/A,N/A,
003490.KS,22800.0,KRW,0.6198023418063023,0,0,0,0,0.2725880370280348,0.18594070254189068,N/A,N/A,
003495.KS,23000.0,KRW,0.41995812124785414,0,0,0,0,0.2980086543371678,0.12598743637435625,N/A,N/A,
005880.KS,1594.0,KRW,1.1960875203255825,0,0,0,-1,0.44699655091473817,0.20882625609767477,N/A,N/A,
003830.KS,135600.0,KRW,0.31822288688750844,0,0,0,0,0.20083161490871665,0.09546686606625253,N/A,N/A,
016090.KS,1928.0,KRW,0.41377803096043386,0,0,0,0,0.2398369484007291,0.12413340928813016,N/A,N/A,
069460.KS,1840.0,KRW,0.49430309258881383,0,0,0,-1,0.40196000263686693,-0.0017090722233558397,N/A,N/A,
475560.KS,26900.0,KRW,0.6578088248321706,0,0,0,-1,0.45075244122140046,0.04734264744965119,N/A,N/A,
192080.KS,49800.0,KRW,0.47696068852903184,0,0,0,0,0.2760771333328237,0.14308820655870955,N/A,N/A,
012510.KS,62400.0,KRW,1.1433021718455456,0,0,0,-1,0.6456482974551622,0.19299065155366366,N/A,N/A,
004830.KS,5890.0,KRW,0.9489844936270966,0,0,0,-1,0.5903198610352031,0.13469534808812897,N/A,N/A,
004835.KS,8020.0,KRW,0.6721910793852696,0,0,0,-1,0.7822602556179413,0.05165732381558086,N/A,N/A,
145720.KS,63400.0,KRW,1.076122584707299,0,0,0,-1,0.4913139026387042,0.1728367754121897,N/A,N/A,
002150.KS,6590.0,KRW,0.6755933021288147,0,0,0,0,0.24792341744625612,0.20267799063864442,N/A,N/A,
460850.KS,6450.0,KRW,1.017173190171338,0,0,0,0,0.3269324243370598,0.30515195705140136,N/A,N/A,
460860.KS,9010.0,KRW,1.008694581130996,0,0,0,0,0.39689411445952855,0.30260837433929877,N/A,N/A,
001230.KS,8480.0,KRW,0.6633745344938704,0,0,0,0,0.22438347884326718,0.1990123603481611,N/A,N/A,
023450.KS,34200.0,KRW,0.1805463867223114,0,0,0,0,0.20986484779261028,0.054163916016693424,N/A,N/A,
004140.KS,2535.0,KRW,1.1948535634969828,0,0,0,-1,0.5892216799591048,0.20845606904909483,N/A,N/A,
007590.KS,6200.0,KRW,0.1402492168423988,0,0,0,1,0.0741044221704525,0.19207476505271964,N/A,N/A,
005960.KS,5160.0,KRW,0.6457789885466364,0,0,0,0,0.23417118845304075,0.19373369656399092,N/A,N/A,
005965.KS,20000.0,KRW,0.15025286940280883,0,0,0,-1,0.4738588778873731,-0.10492413917915736,N/A,N/A,
026960.KS,26200.0,KRW,0.459053862526067,0,0,0,-1,0.5679591975340433,-0.012283841242179905,N/A,N/A,
002210.KS,2780.0,KRW,0.02084086600185677,0,0,0,-1,0.43754747936314575,-0.14374774019944297,N/A,N/A,
102260.KS,4130.0,KRW,0.6571381189347648,0,0,0,0,0.21693216967305284,0.19714143568042944,N/A,N/A,
000640.KS,115000.0,KRW,0.2863401757325706,0,0,0,0,0.2886399864939947,0.08590205271977118,N/A,N/A,
170900.KS,48150.0,KRW,0.801175449290459,0,0,0,0,0.3497148740880021,0.2403526347871377,N/A,N/A,
028100.KS,16050.0,KRW,0.7494688224469079,0,0,0,0,0.3220371638833058,0.22484064673407236,N/A,N/A,
001520.KS,621.0,KRW,0.7851721602310646,0,0,0,0,0.30788162247238826,0.23555164806931939,N/A,N/A,
001527.KS,8430.0,KRW,0.392392872270096,0,0,0,-1,0.7582712918382404,-0.0322821383189712,N/A,N/A,
084670.KS,7650.0,KRW,0.2970827916337433,0,0,0,0,0.21251506543723903,0.08912483749012298,N/A,N/A,
082640.KS,5790.0,KRW,0.7500291433328126,0,0,0,-1,0.5703496478507084,0.07500874299984375,N/A,N/A,
001525.KS,4320.0,KRW,0.21574381485762242,0,0,0,-1,0.7857201565987461,-0.08527685554271328,N/A,N/A,
008970.KS,1455.0,KRW,1.1701983134935303,0,0,0,-1,0.8927151481612564,0.2010594940480591,N/A,N/A,
049770.KS,41100.0,KRW,0.5644394077876476,0,0,0,0,0.34411669534395317,0.16933182233629426,N/A,N/A,
018500.KS,1319.0,KRW,1.1607172147747615,0,0,0,-1,0.8717113226345172,0.19821516443242845,N/A,N/A,
006040.KS,46850.0,KRW,0.5507720366103325,0,0,0,0,0.30716795530202695,0.16523161098309974,N/A,N/A,
030720.KS,5690.0,KRW,0.4562169266873817,0,0,0,0,0.28234331533578777,0.1368650780062145,N/A,N/A,
014820.KS,32200.0,KRW,1.3465465118078828,0,0,0,-1,0.48340291847351075,0.2539639535423648,N/A,N/A,
014825.KS,17370.0,KRW,0.44988935061374713,0,0,0,0,0.25457209492915106,0.13496680518412413,N/A,N/A,
111380.KS,15120.0,KRW,0.7934611016244018,0,0,0,-1,0.4240406882456378,0.08803833048732052,N/A,N/A,
163560.KS,7340.0,KRW,1.186180314897771,0,0,0,-1,0.46622378816687715,0.2058540944693313,N/A,N/A,
004890.KS,43750.0,KRW,0.26985709592020884,0,0,0,1,0.14638652580825476,0.23095712877606264,N/A,N/A,
002690.KS,1559.0,KRW,0.6839866925225249,0,0,0,0,0.32478922522275083,0.20519600775675745,N/A,N/A,
000020.KS,6500.0,KRW,0.7180080335791738,0,0,0,0,0.2389635525746919,0.21540241007375213,N/A,N/A,
000150.KS,540000.0,KRW,1.7011294541093196,0,0,1,-1,0.7357565297332465,0.5103388362327959,N/A,N/A,
000157.KS,363000.0,KRW,1.497580717437265,0,0,1,-1,0.7189087788034191,0.4492742152311795,N/A,N/A,
454910.KS,49750.0,KRW,1.2128333094880017,0,0,0,-1,0.6504601872033395,0.21384999284640052,N/A,N/A,
241560.KS,47600.0,KRW,0.9730224711972044,0,0,0,-1,0.4531713682132953,0.14190674135916134,N/A,N/A,
034020.KS,42650.0,KRW,1.2515324527452045,0,0,0,-1,0.5354247255996915,0.22545973582356135,N/A,N/A,
000155.KS,343000.0,KRW,1.4275223977697649,0,0,1,-1,0.6535792928604446,0.42825671933092946,N/A,N/A,
336260.KS,18040.0,KRW,1.3105857173158055,0,0,0,-1,0.4763035339178706,0.24317571519474165,N/A,N/A,
33626K.KS,5070.0,KRW,0.8070122007836733,0,0,0,0,0.33403875054299625,0.242103660235102,N/A,N/A,
33626L.KS,8220.0,KRW,0.7340214064348294,0,0,0,0,0.3412317606055969,0.22020642193044881,N/A,N/A,
016740.KS,3295.0,KRW,0.769386032735416,0,0,0,0,0.3350155339945008,0.23081580982062477,N/A,N/A,
192650.KS,6060.0,KRW,1.3116719936246377,0,0,0,-1,0.42636713205804505,0.24350159808739133,N/A,N/A,
024090.KS,13320.0,KRW,0.3408150107028612,0,0,0,1,0.1767300349434963,0.25224450321085834,N/A,N/A,
003160.KS,15720.0,KRW,2.089010634135904,0,0,0,-1,0.8039165009956807,0.4767031902407711,N/A,N/A,
092200.KS,4725.0,KRW,1.2758020212034897,0,0,0,-1,0.5914121980697593,0.2327406063610469,N/A,N/A,
377190.KS,3310.0,KRW,0.36722048903040416,0,0,0,0,0.22220109090697743,0.11016614670912124,N/A,N/A,
013570.KS,4425.0,KRW,1.0928704614010223,0,0,0,0,0.3300761930836671,0.3278611384203067,N/A,N/A,
024900.KS,2720.0,KRW,1.265187727946805,0,0,0,0,0.38871334820752734,0.37955631838404147,N/A,N/A,
210540.KS,12550.0,KRW,0.6726677022439072,0,0,0,0,0.2986239830580625,0.20180031067317214,N/A,N/A,
032350.KS,13150.0,KRW,0.5981788885959989,0,0,0,0,0.34527234724007216,0.17945366657879966,N/A,N/A,
089860.KS,32450.0,KRW,0.461979586775661,0,0,0,0,0.2818344147118142,0.1385938760326983,N/A,N/A,
330590.KS,3695.0,KRW,0.49440766204801156,0,0,0,0,0.2317204970044318,0.14832229861440346,N/A,N/A,
000400.KS,1667.0,KRW,0.8231100801883685,0,0,0,-1,0.4450815882364415,0.09693302405651055,N/A,N/A,
023530.KS,79300.0,KRW,0.5033892272476027,0,0,0,0,0.32423256963803987,0.1510167681742808,N/A,N/A,
020150.KS,22250.0,KRW,1.4898643022948141,0,0,0,-1,0.5822766309307786,0.2969592906884443,N/A,N/A,
280360.KS,120700.0,KRW,0.7276398079227996,0,0,0,0,0.39570554516000545,0.21829194237683988,N/A,N/A,
286940.KS,19150.0,KRW,1.0117122205669076,0,0,0,-1,0.4034245785773132,0.15351366617007225,N/A,N/A,
004000.KS,37800.0,KRW,0.78539260836833,0,0,0,0,0.3618907450061866,0.235617782510499,N/A,N/A,
004990.KS,31450.0,KRW,0.7064928632513364,0,0,0,0,0.3224636095518409,0.21194785897540092,N/A,N/A,
00499K.KS,40400.0,KRW,0.4978071298278172,0,0,0,0,0.3626013341907746,0.14934213894834517,N/A,N/A,
005300.KS,110600.0,KRW,0.49431983616115904,0,0,0,0,0.2538478599526325,0.1482959508483477,N/A,N/A,
005305.KS,67500.0,KRW,0.31898117723849684,0,0,0,1,0.1303689313220517,0.24569435317154903,N/A,N/A,
011170.KS,60200.0,KRW,1.1391251303907226,0,0,0,-1,0.5837496246311119,0.19173753911721678,N/A,N/A,
071840.KS,7900.0,KRW,0.5626962102295054,0,0,0,0,0.23270616577637043,0.16880886306885162,N/A,N/A,
027740.KS,941.0,KRW,0.3370869138640797,0,0,0,-1,0.4106098892382153,-0.048873925840776086,N/A,N/A,
357430.KS,1466.0,KRW,0.3194366861122301,0,0,0,1,0.19190024003769482,0.24583100583366901,N/A,N/A,
001080.KS,28300.0,KRW,0.3277218386653039,0,0,0,-1,0.46115349065570116,-0.051683448400408824,N/A,N/A,
088980.KS,11680.0,KRW,0.262732931135275,0,0,0,1,0.1330801800192249,0.2288198793405825,N/A,N/A,
094800.KS,4350.0,KRW,0.020614097434460507,0,0,0,1,0.1443710101084974,0.15618422923033815,N/A,N/A,
138040.KS,113900.0,KRW,0.7817870742625526,0,0,0,0,0.3166882570281843,0.23453612227876575,N/A,N/A,
090370.KS,1456.0,KRW,0.6461366922087515,0,0,0,-1,0.5138883629402392,0.04384100766262544,N/A,N/A,
118000.KS,334.0,KRW,0.5520479593128355,0,0,0,-1,0.5066774976922535,0.015614387793850631,N/A,N/A,
017180.KS,1690.0,KRW,0.9164139341727991,0,0,0,-1,0.4838903990307553,0.12492418025183974,N/A,N/A,
009900.KS,8320.0,KRW,1.2072308819678375,0,0,0,-1,0.44340413506002213,0.2121692645903512,N/A,N/A,
012690.KS,2825.0,KRW,0.7867493712959711,0,0,0,-1,0.5811251615989623,0.08602481138879134,N/A,N/A,
005360.KS,2120.0,KRW,0.7485097655655332,0,0,0,0,0.28520089126797643,0.22455292966965995,N/A,N/A,
070960.KS,4370.0,KRW,0.9497879034066833,0,0,0,-1,0.5359758564702455,0.13493637102200498,N/A,N/A,
009680.KS,10670.0,KRW,0.43038730308920303,0,0,0,1,0.17683583243737286,0.2791161909267609,N/A,N/A,
009580.KS,2880.0,KRW,0.5494306264056681,0,0,0,0,0.263840666250093,0.16482918792170043,N/A,N/A,
009200.KS,2170.0,KRW,0.5535568466116007,0,0,0,0,0.2107432507017987,0.16606705398348018,N/A,N/A,
033920.KS,8050.0,KRW,0.6863593843348755,0,0,0,0,0.31243953806417035,0.20590781530046265,N/A,N/A,
008420.KS,2320.0,KRW,0.937135447014345,0,0,0,0,0.39728966524956916,0.2811406341043035,N/A,N/A,
025560.KS,638.0,KRW,0.9899705762606155,0,0,0,-1,0.7445289914089683,0.1469911728781846,N/A,N/A,
007120.KS,1082.0,KRW,0.7104166136785977,0,0,0,-1,0.6204815808807437,0.0631249841035793,N/A,N/A,
396690.KS,2795.0,KRW,0.32070710044702394,0,0,0,1,0.16057288125869554,0.24621213013410717,N/A,N/A,
357250.KS,2700.0,KRW,0.27906725159610485,0,0,0,1,0.15330478831360625,0.23372017547883145,N/A,N/A,
085620.KS,6050.0,KRW,0.3068897911084245,0,0,0,0,0.3440828582374917,0.09206693733252735,N/A,N/A,
006800.KS,17690.0,KRW,1.2815740003727338,0,0,1,-1,0.4734632089384017,0.38447220011182015,N/A,N/A,
00680K.KS,6480.0,KRW,0.7984339777730206,0,0,0,0,0.2864688637604107,0.23953019333190617,N/A,N/A,
006805.KS,7220.0,KRW,0.768733491220445,0,0,0,-1,0.4207268063068587,0.08062004736613348,N/A,N/A,
081660.KS,35400.0,KRW,0.6196691789083326,0,0,0,0,0.31995269731469406,0.18590075367249978,N/A,N/A,
002840.KS,184500.0,KRW,0.42245505226618957,0,0,0,0,0.2991033054755449,0.12673651567985686,N/A,N/A,
268280.KS,164000.0,KRW,0.10282604449053957,0,0,0,0,0.20072974004460592,0.03084781334716187,N/A,N/A,
107590.KS,75200.0,KRW,0.21571260543945409,0,0,0,1,0.18486065271204216,0.21471378163183621,N/A,N/A,
134380.KS,79000.0,KRW,0.154918625910669,0,0,0,1,0.13901901984921453,0.19647558777320068,N/A,N/A,
003650.KS,104800.0,KRW,0.40334651541577,0,0,0,0,0.2630069051334659,0.12100395462473099,N/A,N/A,
377740.KS,5080.0,KRW,0.601127792939939,0,0,0,0,0.3935578161735881,0.1803383378819817,N/A,N/A,
003610.KS,4155.0,KRW,0.6183973813243403,0,0,0,-1,0.42853577085565003,0.0355192143973021,N/A,N/A,
035150.KS,14700.0,KRW,0.6935603471182187,0,0,0,0,0.3883141514247488,0.2080681041354656,N/A,N/A,
002410.KS,1935.0,KRW,0.1150813394350361,0,0,0,-1,1.0774868896341085,-0.11547559816948916,N/A,N/A,
007210.KS,2305.0,KRW,0.6679409812207814,0,0,0,0,0.2966704331391049,0.20038229436623442,N/A,N/A,
002760.KS,1077.0,KRW,0.787526771290653,0,0,0,-1,0.4971386635102155,0.08625803138719587,N/A,N/A,
003850.KS,8650.0,KRW,0.9695315082880217,0,0,0,0,0.39565818415119525,0.2908594524864065,N/A,N/A,
000890.KS,529.0,KRW,0.3876457605733872,0,0,0,-1,0.5015992859144525,-0.033706271827983844,N/A,N/A,
003000.KS,4010.0,KRW,1.0767061318516455,0,0,0,0,0.36519374674518196,0.3230118395554937,N/A,N/A,
001270.KS,42200.0,KRW,0.5897988951543129,0,0,0,0,0.37866667600262366,0.17693966854629387,N/A,N/A,
001275.KS,25250.0,KRW,0.2924545160542383,0,0,0,1,0.14179996576933457,0.23773635481627148,N/A,N/A,
026940.KS,2385.0,KRW,0.9051216015781124,0,0,0,0,0.32134888342722234,0.2715364804734337,N/A,N/A,
011390.KS,101700.0,KRW,0.6869519483595783,0,0,0,-1,0.6977177923952764,0.05608558450787349,N/A,N/A,
005030.KS,486.0,KRW,0.0,0,0,0,1,0.0,0.15,N/A,N/A,
002070.KS,983.0,KRW,0.5714390786671733,0,0,0,-1,0.7400016826475261,0.02143172360015197,N/A,N/A,
